X,Y,building,addr:street,addr:housenumber,addr:postcode,addr:city,addr:state,name,nycdoitt:bin,height,building:levels,start_date,roof:shape,building:colour,roof:material,building:material,building:part,condo,roof:colour,addr:country,number_of_apartments,addr:housename,website,addr:place,wikidata
-74.0095908727507,40.731776849749,apartments,Barrow Street,137,10014,New York,,,1083164,15.5,5,,flat,#7B6C67,concrete,brick,yes,,,,,,,,
-74.0097447364687,40.7317912997253,apartments,Barrow Street,141,10014,New York,,,1083165,15.5,5,,flat,#7B6C67,concrete,brick,yes,,,,,,,,
-72.9068174954635,40.8522004499146,apartments,Bartlett Cmns,16,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9064729081594,40.8519638433928,apartments,Bartlett Cmns,19,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9067320845326,40.8515238930597,apartments,Bartlett Cmns,2,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9071562252343,40.8516785400287,apartments,Bartlett Cmns,5,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9072265166473,40.8520463538845,apartments,Bartlett Cmns,9,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.795593853839,40.8620640496358,apartments,Bass Court,18,11949,Manorville,,,,,,,,,,,,,,,,,,,
-72.7960108715866,40.8625434118199,apartments,Bass Court,23,11949,Manorville,,,,,,,,,,,,,,,,,,,
-72.7958768528865,40.8630954371023,apartments,Bass Court,26,11949,Manorville,,,,,,,,,,,,,,,,,,,
-72.7953725552268,40.8634224004543,apartments,Bass Court,29,11949,Manorville,,,,,,,,,,,,,,,,,,,
-72.794668145787,40.8635194002323,apartments,Bass Court,33,11949,Manorville,,,,,,,,,,,,,,,,,,,
-74.017987338494,40.7066594629419,apartments,Battery Place,50,10280,New York,,South Cove Plaza,1085938,29,9,,flat,#A77B5D,concrete,brick,yes,,#D1D0B4,,,,,,
-74.0175280067117,40.7072891441537,apartments,Battery Place,70,10280,New York,NY,Riverwatch,1085778,29,9,,flat,#B6AD8E,concrete,brick,yes,,#D7CFAA,,,,,,
-73.9988256355915,40.5967485715822,apartments,Bay Parkway,8855,11214,Brooklyn,,,3170043,29.5,,,,,,,,,,US,,,,,
-74.0298112,40.6321533,apartments,Bay Ridge Parkway,215,11209,,,,3148246,9.9,,,,,,,,,,,,,,,
-74.02974275,40.6321369,apartments,Bay Ridge Parkway,217,11209,,,,3148245,9.3,,,,,,,,,,,,,,,
-74.02967425,40.6321205,apartments,Bay Ridge Parkway,219,11209,,,,3148244,9.3,,,,,,,,,,,,,,,
-74.02960655,40.63210425,apartments,Bay Ridge Parkway,221,11209,,,,3148243,9.3,,,,,,,,,,,,,,,
-74.0295387,40.632088,apartments,Bay Ridge Parkway,223,11209,,,,3148242,9.0,,,,,,,,,,,,,,,
-74.02947145,40.6320719,apartments,Bay Ridge Parkway,225,11209,,,,3148241,9.6,,,,,,,,,,,,,,,
-74.0293877086368,40.6320659498852,apartments,Bay Ridge Parkway,231,11209,,,,3389683,11.4,,,,,,,,,,,,,,,
-74.029307082667,40.6320473002295,apartments,Bay Ridge Parkway,233,11209,,,,3389684,11.2,,,,,,,,,,,,,,,
-73.999002789387,40.5784177946944,apartments,Bayview Avenue,3144,11224,Brooklyn,NY,Gravesend Houses 12,3331093,20.0,,,,,,,,,,,,,,,
-73.9982662995081,40.5778903005686,apartments,Bay View Avenue,3112,11224,Brooklyn,NY,Gravesend Houses 9,3331085,19.0,,,,,,,,,,,,,,,
-73.9984515572597,40.578866450215,apartments,Bay View Avenue,3162,11224,Brooklyn,NY,Gravesend Houses 8,3331091,18.8,,,,,,,,,,,,,,,
-73.9990392487344,40.5791910999445,apartments,Bay View Avenue,3178,11224,Brooklyn,NY,Gravesend Houses 15,3331092,18.9,,,,,,,,,,,,,,,
-73.9986231977198,40.5795851029895,apartments,Bay View Avenue,3194,11224,Brooklyn,NY,Gravesend Houses 7,3331087,19.4,,,,,,,,,,,,,,,
-73.9992642715683,40.5799740010097,apartments,Bay View Avenue,3222,11224,Brooklyn,NY,Gravesend Houses 6,3331081,19.2,,,,,,,,,,,,,,,
-73.9998023801185,40.5802912541439,apartments,Bay View Avenue,3246,11224,Brooklyn,NY,Gravesend Houses 5,3331082,18.7,,,,,,,,,,,,,,,
-73.2595421907054,40.7075530994596,apartments,Baywoods Lane,132,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2597189467327,40.7082441002691,apartments,Baywoods Lane,143,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2602395459514,40.7080492377814,apartments,Baywoods Lane,148,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2608823134553,40.7085398135638,apartments,Baywoods Lane,158,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2602947037174,40.7088090978665,apartments,Baywoods Lane,159,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2608434535538,40.7091965709687,apartments,Baywoods Lane,161,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.261297759224,40.7089744899269,apartments,Baywoods Lane,162,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-74.411637648588,41.4479861500487,apartments,Beattie Avenue,23,10940,Middletown,NY,,,,,1900,,,,,,,,,,,,,
-74.4095114046151,41.4497686000827,apartments,Beattie Avenue,57,10940,Middletown,NY,,,,,1908,,,,,,,,,,,,,
-74.4123984406316,41.4473869098501,apartments,Beattie Avenue,9,10940,Middletown,NY,,,,,1875,,,,,,,,,,,,,
-72.6592196650525,40.8240400080253,apartments,Beaver Lake Court,13,11977,Westhampton,,,,,,,,,,,,,,,,,,,
-72.6592239775838,40.824377318614,apartments,Beaver Lake Court,15,11977,Westhampton,,,,,,,,,,,,,,,,,,,
-72.6592601477193,40.8247059589279,apartments,Beaver Lake Court,19,11977,Westhampton,,,,,,,,,,,,,,,,,,,
-72.6598081978318,40.8236699072346,apartments,Beaver Lake Court,4,11977,Westhampton,,,,,,,,,,,,,,,,,,,
-72.6593539744443,40.8237142453362,apartments,Beaver Lake Court,8,11977,Westhampton,,,,,,,,,,,,,,,,,,,
-73.9541554502259,40.7200172540995,apartments,Bedford Avenue,101,11211,Brooklyn,NY,,,,8,,,,,,,,,,,,,,
-73.3250348022053,40.7426965535446,apartments,Beebe Court,450,11703,North Babylon,,,,,,,,,,,,,,,,,,,
-73.3251628469731,40.7428796961869,apartments,Beebe Court,451,11703,North Babylon,,,,,,,,,,,,,,,,,,,
-73.1829297796011,40.7436260996539,apartments,Beecher Avenue,106,11730,East Islip,,,,,,,,,,,,,,,,,,,
-73.1825430966436,40.743827149831,apartments,Beecher Avenue,109,11730,East Islip,,,,,,,,,,,,,,,,,,,
-73.1820540493914,40.7438387989154,apartments,Beecher Avenue,116,11730,East Islip,,,,,,,,,,,,,,,,,,,
-73.1815338113512,40.743784963384,apartments,Beecher Avenue,121,11730,East Islip,,,,,,,,,,,,,,,,,,,
-73.1809518515936,40.7438401961445,apartments,Beecher Avenue,132,11730,East Islip,,,,,,,,,,,,,,,,,,,
-73.1807471074356,40.744089095223,apartments,Beecher Avenue,135,11730,East Islip,,,,,,,,,,,,,,,,,,,
-73.0626100238348,40.7951156163312,apartments,Beech Lane,226,11741,Holbrook,,,,,,,,,,,,,,,,,,,
-73.0619312993549,40.7950406000313,apartments,Beech Lane,227,11741,Holbrook,,,,,,,,,,,,,,,,,,,
-73.2011021914089,40.7765982005571,apartments,Beech Street,19,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2017166391568,40.7764328081861,apartments,Beech Street,30,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2021575518793,40.7763069001665,apartments,Beech Street,34,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.202485775261,40.7762536067129,apartments,Beech Street,38,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2018137534178,40.7772489499825,apartments,Beech Street,4,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2028248238971,40.7761879614648,apartments,Beech Street,42,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2047955522696,40.775706850158,apartments,Beech Street,56,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2053602402864,40.7756155516024,apartments,Beech Street,58,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2051420743907,40.7752299795813,apartments,Beech Street,61,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2012258826921,40.7771016362137,apartments,Beech Street,7,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2059140928843,40.7756210204709,apartments,Beech Street,76,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2064841266117,40.7754948298944,apartments,Beech Street,79,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.1705562085445,40.7980920975292,apartments,Beekman Place,14,11749,Islandia,,,,,,,,,,,,,,,,,,,
-74.0042357161298,40.7090677030528,apartments,Beekman Street,80,10038,,,,1083347,16.5,,1969,flat,#A19376,concrete,brick,,,,,,,,,
-76.5048219433954,42.4143406929624,apartments,Bella Vista Circle,111-113,,,,111-113,,,,,,,,,,,,,,,,,
-76.5049113904311,42.4140823793811,apartments,Bella Vista Circle,115-117,,,,115-117,,,,,,,,,,,,,,,,,
-76.5054021121964,42.41362093604,apartments,Bella Vista Circle,123-125,,,,123-125,,,,,,,,,,,,,,,,,
-76.5054402672701,42.413984498601,apartments,Bella Vista Circle,126-128,,,,126-128,,,,,,,,,,,,,,,,,
-76.5057619651246,42.4136796995013,apartments,Bella Vista Circle,127-129,,Ithaca,,127-129,,,,,,,,,,,,,,,,,
-76.5054476504883,42.4142380754735,apartments,Bella Vista Circle,130-132,,,,130-132,,,,,,,,,,,,,,,,,
-76.5059096300179,42.413946217517,apartments,Bella Vista Circle,131-133,,,,131-133,,,,,,,,,,,,,,,,,
-76.5059250753061,42.4142209189609,apartments,Bella Vista Circle,135-137,,,,135-137,,,,,,,,,,,,,,,,,
-76.5053096204538,42.4144871906758,apartments,Bella Vista Circle,136-138,,,,136-138,,,,,,,,,,,,,,,,,
-76.5059250257213,42.4144757932432,apartments,Bella Vista Circle,139-141,,,,139-141,,,,,,,,,,,,,,,,,
-74.4366451,41.4263656,apartments,Bella Vista Drive,1,10940,Middletown,New York,,,,3,,,,,,,,,,,,,,
-74.4369675,41.42548275,apartments,Bella Vista Drive,3,1,Middletown,NY,,,,3,,,,,,,,,,,,,,
-74.4362509,41.42575225,apartments,Bella Vista Drive,4,10940,Middletown,New York,,,,3,,,,,,,,,,,,,,
-72.6738730833257,40.9615539898949,apartments,Bellflower Court,101,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6738849948416,40.9618221564835,apartments,Bellflower Court,111,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6734978678075,40.9597634859258,apartments,Bellflower Court,21,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6739272491543,40.9601215066345,apartments,Bellflower Court,41,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6740163751532,40.9603529192151,apartments,Bellflower Court,51,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6739787385481,40.9608209774099,apartments,Bellflower Court,71,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6738915619416,40.9610531305556,apartments,Bellflower Court,81,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6738848088113,40.9612842688441,apartments,Bellflower Court,91,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-73.9383261422714,40.6750519012126,apartments,Bergen Street,1400,11213,Brooklyn,,,3324611,40.8,,,,,,,,,,,,,,,
-73.9374538565721,40.674827507535,apartments,Bergen Street,1414,11213,,,,3324609,52.5,,,,,,,,,,,,,,,
-73.936552828927,40.6749553560955,apartments,Bergen Street,1430,11213,,,,3324610,41.0,,,,,,,,,,,,,,,
-73.9756420201143,40.6807760497802,apartments,Bergen Street,474,11217,Brooklyn,,,3018598,13.8,1,,,,,,,,,,,,,,
-73.95789795,40.67741575,apartments,Bergen Street,889,11238,,,,3028024,10.5,3,,,,,,,,,,,,,,
-73.3444835145768,40.7058508482469,apartments,Berkshire Road,10,11704,West Babylon,,,,,,,,,,,,,,,,,,,
-73.9566210033873,40.7215370481667,apartments,Berry Street,34,11249,,,,3329919,20.8,,,,,,,,,,,,,,,
-72.8978898490371,40.9140179224468,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8990979534953,40.9138126001218,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8994746,40.9138273,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8964557530277,40.9142302500509,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8968945,40.9141651,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.89735065,40.9140844,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8971306531337,40.9145149000849,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8983922467186,40.9140705009761,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8980970191971,40.9142205004581,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8975778025856,40.9143929501049,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8966514543804,40.9145926501111,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.89715645,40.91476955,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8967627,40.9148337,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8976145,40.9146808,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8989806933302,40.9140972978702,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8991616009063,40.9143768293593,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8995391855806,40.9140839996933,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8996232501982,40.9144316357305,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8985284324709,40.9145990003929,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8994180633571,40.9147240610588,apartments,Berwick Court,266,11961,Ridge,,,,,,,,,,,,,,,,,,,
-74.44070915,41.4267412,apartments,Birch Court,1-17,,,,,,,,,,,,,,,,,,,,,
-74.4405635133578,41.4262425499324,apartments,Birch Court,18-32,,,,,,,,,,,,,,,,,,,,,
-74.4409799095447,41.4264992000567,apartments,Birch Court,19-33,,,,,,,,,,,,,,,,,,,,,
-74.4402864780222,41.4264907539028,apartments,Birch Court,2-16,,,,,,,,,,,,,,,,,,,,,
-73.6331719264833,40.7406297575683,apartments,Birchwood Court,1,11501,Mineola,NY,,,,5,,,,,,,,,,,,,,
-73.6336619124299,40.7414269215865,apartments,Birchwood Court,2,11501,Mineola,NY,,,,5,,,,,,,,,,,,,,
-73.6326522016635,40.7406425820023,apartments,Birchwood Court,3,11501,Mineola,NY,,,,5,,,,,,,,,,,,,,
-73.6330338201982,40.7415421790643,apartments,Birchwood Court,4,11501,Mineola,NY,,,,5,,,,,,,,,,,,,,
-73.6321687228457,40.7408007098148,apartments,Birchwood Court,5,11501,Mineola,NY,,,,5,,,,,,,,,,,,,,
-73.6324534343864,40.7417192271754,apartments,Birchwood Court,6,11501,Mineola,NY,,,,5,,,,,,,,,,,,,,
-72.9580456730732,40.8901937321687,apartments,Birchwood Park Drive,568,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9566632933898,40.8865356933457,apartments,Birchwood Park Drive,630,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9560886822519,40.8868246818557,apartments,Birchwood Park Drive,636,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9560413177412,40.8873413004359,apartments,Birchwood Park Drive,656,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9570230970906,40.8877794084083,apartments,Birchwood Park Drive,684,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9561047330958,40.8852015997452,apartments,Birchwood Park Drive,730,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9558454474144,40.8857560181465,apartments,Birchwood Park Drive,746,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9564146765496,40.8861500000029,apartments,Birchwood Park Drive,750,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9558508359027,40.8838640269187,apartments,Birchwood Park Drive,830,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9554497079922,40.8841738693929,apartments,Birchwood Park Drive,834,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9555268778504,40.8845269108074,apartments,Birchwood Park Drive,846,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9558933749184,40.8847971363115,apartments,Birchwood Park Drive,854,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9564915414237,40.8847880005672,apartments,Birchwood Park Drive,858,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9564674644124,40.8839719211825,apartments,Birchwood Park Drive,,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9565536332007,40.8844686495843,apartments,Birchwood Park Drive,,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9566381852215,40.8853917797061,apartments,Birchwood Park Drive,,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.956858349072,40.8858339495627,apartments,Birchwood Park Drive,,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9563961707588,40.8878005999176,apartments,Birchwood Park Drive,,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-72.9570774028479,40.8867774500025,apartments,Birchwood Park Drive,,11953,Middle Island,,,,,,,,,,,,,,,,,,,
-73.0079086759324,40.8613954822367,apartments,Birchwood Road,101,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0070647690208,40.8609141254142,apartments,Birchwood Road,115,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0066961411741,40.8610477937499,apartments,Birchwood Road,121,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0065346433823,40.8605314000691,apartments,Birchwood Road,130,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0067982319475,40.8602445619992,apartments,Birchwood Road,135,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0069400807387,40.8596111099867,apartments,Birchwood Road,151,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.006499343745,40.8591164388807,apartments,Birchwood Road,164,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0057273518818,40.8601325994621,apartments,Birchwood Road,172,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0056809639593,40.8594192494152,apartments,Birchwood Road,177,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.005686212095,40.8584785499285,apartments,Birchwood Road,186,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0069014821586,40.8579538497061,apartments,Birchwood Road,212,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0063022177767,40.8576631314749,apartments,Birchwood Road,220,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0084036439201,40.8576088732492,apartments,Birchwood Road,227,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0091183476751,40.8576185992304,apartments,Birchwood Road,238,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0106241952137,40.8575734003022,apartments,Birchwood Road,243,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0107734366111,40.8635658821525,apartments,Birchwood Road,39,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0095759223031,40.8635763989542,apartments,Birchwood Road,55,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0086346825278,40.8637318993847,apartments,Birchwood Road,57,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0061100989954,40.8637945499306,apartments,Birchwood Road,68,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0060580049664,40.8634187996224,apartments,Birchwood Road,70,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.005987897913,40.8629124482173,apartments,Birchwood Road,83,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0059475523806,40.862546550137,apartments,Birchwood Road,88,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.0074321225928,40.8616399300149,apartments,Birchwood Road,92,11727,Coram,,,,,,,,,,,,,,,,,,,
-73.2235964696476,40.8653642798537,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2242169546852,40.8656645596629,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2231878415841,40.8657560691294,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.223843629369,40.8658172994516,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2237466248251,40.8660955342937,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2244189422763,40.8660728847647,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2249393851289,40.8660224895041,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2242682911204,40.8663710996728,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2248997368649,40.8663023999444,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2248908093227,40.8666177354715,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2256807330018,40.8663300962648,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2263853925783,40.8666810097371,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2255914002525,40.866872346834,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2261078453423,40.8668832991969,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2268546401719,40.8670907819249,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2264911032784,40.8672770662575,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2261413434937,40.8674568498983,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.227381737038,40.8674054548572,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2270360716498,40.8675805234531,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-73.2267837491544,40.8678046081601,apartments,Bishops Road,,11787,Smithtown,,,,,,,,,,,,,,,,,,Siena Village,
-72.6547103156942,40.9267522490872,apartments,Blackberry Commons,14,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6542285565625,40.9270296421404,apartments,Blackberry Commons,14,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6538527809993,40.927216926344,apartments,Blackberry Commons,14,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.654689755288,40.9273504012571,apartments,Blackberry Commons,14,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.6543165991101,40.9275495762456,apartments,Blackberry Commons,14,11901,Riverhead,,,,,,,,,,,,,,,,,,,
-72.8978518,40.91896655,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8981796333843,40.9191369998939,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.897910967041,40.9193710500898,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.898288589687,40.9196557499778,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.89822994268,40.9199372998889,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8985642,40.918986,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8990282505079,40.9189771000027,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8985034658478,40.9193226499055,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8988947505973,40.919416899998,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8987318,40.9198545,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.898582128096,40.9200864409718,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8989699557799,40.9201081999804,apartments,Blackpool Court,228,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.899586656083,40.9187119998432,apartments,Blackpool Court,234,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8993882245279,40.919071185351,apartments,Blackpool Court,234,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8996762631155,40.9191264700434,apartments,Blackpool Court,234,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8994626585214,40.919673223014,apartments,Blackpool Court,234,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8997620059234,40.9196585568152,apartments,Blackpool Court,234,11961,Ridge,,,,,,,,,,,,,,,,,,,
-72.8997724451091,40.9200501500239,apartments,Blackpool Court,234,11961,Ridge,,,,,,,,,,,,,,,,,,,
-73.3938106602795,40.8553319505729,apartments,Blacksmith Court,35,11746,Huntington Station,,,,,,,,,,,,,,,,,,,
-73.3938282911303,40.8549683296441,apartments,Blacksmith Court,39,11746,Huntington Station,,,,,,,,,,,,,,,,,,,
-73.3942882982558,40.8551100181634,apartments,Blacksmith Court,45,11746,Huntington Station,,,,,,,,,,,,,,,,,,,
-74.386203336323,41.4395071993548,apartments,Black Stallion Court,1,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.38547404238,41.4394868498072,apartments,Black Stallion Court,10,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3859834476727,41.4397523498886,apartments,Black Stallion Court,11,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3854305052387,41.4395311501928,apartments,Black Stallion Court,12,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3859246030172,41.4397953001476,apartments,Black Stallion Court,13,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.385382,41.43958045,apartments,Black Stallion Court,14,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.38576585,41.439952,apartments,Black Stallion Court,15,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3853343,41.4396289,apartments,Black Stallion Court,16,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3857197500973,41.4400006995285,apartments,Black Stallion Court,17,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3852896,41.4396743,apartments,Black Stallion Court,18,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3856710507742,41.4400485500931,apartments,Black Stallion Court,19,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3852501017619,41.4397281260868,apartments,Black Stallion Court,20,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.3856233845976,41.4400988585673,apartments,Black Stallion Court,21,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
-74.38520065,41.43977795,apartments,Black Stallion Court,22,10940,Middletown,NY,,,,,1979,,,,,,yes,,,,,,,
