X,Y,building,addr:street,addr:housenumber,addr:postcode,addr:city,addr:state,name,nycdoitt:bin,height,building:levels,start_date,roof:shape,building:colour,roof:material,building:material,building:part,condo,roof:colour,addr:country,number_of_apartments,addr:housename,website,addr:place,wikidata
-73.859729465887,40.7397641500488,apartments,100th Street,54-09,11368,Corona,NY,,4449601,21.9,,,,,,,,,,,,,,,
-73.8586372138282,40.7390654470159,apartments,100th Street,54-39,11368,Corona,NY,,4047631,21.8,,,,,,,,,,,,,,,
-73.6812157618622,42.7622475465823,apartments,105th Street,,,,,,,,2,,,,,,,,,,,,,,
-73.680596522772,42.7620650421967,apartments,105th Street,,,,,,,,2.5,,,,,,,,,,,,,,
-73.8265778864336,40.6837095752749,apartments,107th Avenue,115-01,11419,,,Richmond Apartments,4202755,14.0,,,,,,,,,,,,,,,
-73.9675154,41.3648091,apartments,10 Autumn Leaf Ct,,10928,Highland Falls,,Villa Park Apartments,,,,,,,,,,,,,,,,,
-73.996160449681,40.7592164602513,apartments,10th Avenue,557,10036,,,Victory Apartments,1087341,24,,2002,flat,#949786,concrete,,,,,,,,,,
-73.84849525,40.7351826,apartments,110th Street,63-10,,,,,4051548,7.7,7,,,,,,,,,,,,,,
-74.0064046309755,40.7492840376398,apartments,11th Avenue,200,10011,New York,,200 Eleventh Avenue,1087613,,,2009,,,,,,,,,,,,,
-74.003229816432,40.7527811785169,apartments,11th Avenue,312,10001,New York,,The Ohm,1088120,,,2009,,,,,,,,,,,,,
-73.9804707926792,40.664843950097,apartments,11th Street,561,11215,,,,3392328,13.4,4,,,,,,,,,,,,,,
-73.6800422,42.7353162,apartments,11th Street,94-96,12180,Troy,,,,,3,,,,,,,,,,,,,,
-73.9680837718574,41.3649545496831,apartments,13 Autumn Leaf Ct,,10928,Highland Falls,,Villa Park Apartments,,,,,,,,,,,,,,,,,
-73.982112584445,40.6631682498503,apartments,14th Street,425,11215,,,,3026501,14.0,,,,,,,,,,,,,,,
-73.7088442667889,42.726512675109,apartments,15th,,12189,City of Watervliet,ny,,,,,,,,,,,,,,,,,,
-73.7982482659579,40.7104482388127,apartments,165th Street,87-15,11432,Jamaica,NY,The Saxony,4210437,18.1,,,,,,,,,,,,,,,
-73.7969903162912,40.7109933501341,apartments,166th Street,87-05,11432,Jamaica,NY,,4210459,20.2,,,,,,,,,,,,,,,
-73.7925411318457,40.7104451004356,apartments,169th Street,87-77,11432,Jamaica,NY,Belvedere,4210183,13.7,4,,,,,,,,,,,,,,
-73.9816199848626,40.6344093384093,apartments,16th Avenue,4217,11204,Brooklyn,New York,,3126410,20.4,,,,,,,,,,,,,,,
-73.7912458579828,40.7091841998829,apartments,170th Street,89-00,11432,Jamaica,NY,Avalon Terrace,4209734,31.9,,,,,,,,,,,,,,,
-73.7904130122537,40.7108860573373,apartments,171st Street,87-87,11432,Jamaica,NY,Zara Luxury Apartments & Homes,4210222,19,6,,,,,,,,,,,,https://zararealty.com,,
-73.7902387527982,40.7106086100889,apartments,171st Street,88-05,11432,Jamaica,NY,,4210221,19,6,,,,,,,,,,,,,,
-73.9374848297892,40.7913804429906,apartments,1st Avenue,2120,,,,,1083955,,,1974,,,,,,,,,,,,,
-73.978892915912,40.7355644985434,apartments,1st Avenue,360,10010,,,,1083681,43,15,,flat,#908268,concrete,brick,yes,,,,,,,,
-73.9781832933329,40.7356352480523,apartments,1st Avenue,370,10010,,,,1083685,43,15,,flat,#908268,concrete,brick,yes,,,,,,,,
-73.9783607479272,40.7362660001597,apartments,1st Avenue,390,,,,,1083682,43,15,,flat,#908268,concrete,brick,yes,,,,,,,,
-73.9873345139349,40.7241268002405,apartments,1st Avenue,40,10009,,,,1005758,43,16,,flat,#9D836C,concrete,brick,yes,,#757569,,,,,,
-73.9868747530424,40.7247022001931,apartments,1st Avenue,60,10003,,,,1005759,,,,,,,,,,,,,,,,
-73.9864313281254,40.7254078511628,apartments,1st Avenue,80,10009,,,,1077561,43,16,,flat,#9D836C,concrete,brick,yes,,#757569,,,,,,
-73.9913656301219,40.6787030497284,apartments,1st Street,41,11231,,,Mary Star of the Sea Apartments,3007641,23.4,,,,,,,,,,,,,,,
-73.9902284874676,40.6601350003289,apartments,20th Street,318,11215,,,,3421790,15.2,5,,,,,,,,,,,,,,
-73.7751559154422,40.7846132500251,apartments,215th Street,18-05,11360,Bayside,,Towers at Waters Edge,4454658,44.1,17,,,,,,,,,,,Versailles,,,
-73.9243759660082,40.7667090144747,apartments,29th Street,3044,11102,Long Island City,,Victoria Condominiums,4006953,20.3,,,,,,,,,,,,,,,
-74.4374314661714,41.426140749991,apartments,2 Bella Vista Dr.,2,10940,Middletown,New York,,,,3,,,,,,,,,,,,,,
-73.95187695,40.7772094,apartments,2nd Avenue,1640,10028,New York,NY,,1049985,18.3,6,,,,,,,,,,,,,,
-73.9517001845957,40.7772581065948,apartments,2nd Avenue,1644,10028,New York,NY,,1088093,74.9,20,,,,,,,,,,,,,,
-73.9516535337792,40.7775692486409,apartments,2nd Avenue,1654,10028,New York,,,1050018,12.8,4,,flat,,,,,,,,,,,,
-73.9481825275873,40.7832146498876,apartments,2nd Avenue,1819,10128,,,,1049223,16.8,5,,,,,,,,,,,,,,
-73.9481381497658,40.7832755499987,apartments,2nd Avenue,1821,10128,,,,1078607,17.2,5,,,,,,,,,,,,,,
-73.94809418386,40.7833357999236,apartments,2nd Avenue,1823,10128,,,,1078608,17.2,5,,,,,,,,,,,,,,
-73.9480507467888,40.7833953499836,apartments,2nd Avenue,1825,10128,,,,1049224,17.3,5,,,,,,,,,,,,,,
-73.9480069560343,40.7834552997807,apartments,2nd Avenue,1827,10128,,,,1049225,17.5,5,,,,,,,,,,,,,,
-73.9479612269071,40.7835180998467,apartments,2nd Avenue,1829,10128,,,,1049226,17.7,5,,,,,,,,,,,,,,
-73.9474697439999,40.7832699001574,apartments,2nd Avenue,1834,10128,,,,1050322,17.4,5,,,,,,,,,,,,,,
-73.9479167317669,40.7835791999767,apartments,2nd Avenue,1838,10128,,,,1049227,29.1,10,,,,,,,,,,,,,,
-73.9471064944208,40.7836591501306,apartments,2nd Avenue,1844,10128,,,Carnegie East House,1087822,56.6,19,,,,,,,,,,,,https://www.carnegieeast.org,,
-73.9478617840741,40.784123433551,apartments,2nd Avenue,1849,10128,New York,NY,,1083228,,,1986,,,,,,,,,,,,,
-73.9472225082145,40.7845746312558,apartments,2nd Avenue,1867,10029,New York,NY,,1052376,18.1,6,,flat,,,,,,,,,,,,
-73.9471710203441,40.7846339502217,apartments,2nd Avenue,1869,10029,New York,NY,,1052377,19.3,5,,flat,,,,,,,,,,,,
-73.9470641213903,40.7847509501004,apartments,2nd Avenue,1873,10029,New York,NY,,1052379,15.3,4,,flat,,,,,,,,,,,,
-73.9462719027165,40.7859868645697,apartments,2nd Avenue,1905,10029,New York,,,1082342,40,14,1957,flat,#856B54,concrete,brick,yes,,#8C8774,,,,,,
-73.9454678922051,40.7873349193597,apartments,2nd Avenue,1955,10029,New York,,,1083456,52.1,,1957,,,,,,,,,,,,,
-73.942409977515,40.7901807547875,apartments,2nd Avenue,2056,10029,,,Mensch Paint Supply,1052779,15.2,,,,,,,,,,,,,http://www.menschmill.com/,,
-73.9409291892902,40.7921574189207,apartments,2nd Avenue,2108,10029,,,,1052821,16.9,,,,,,,,,,,,,,,
-73.8815289096301,40.7538039008337,apartments,34th Avenue,85-10,11372,Jackson Heights,NY,The Saybrook,4035581,19.7,6,,,,,,,,,,,,,,
-73.9647785892036,41.3644155576288,apartments,3 Pine Terrace Rd,,10928,Highland Falls,,Peregrine Hall Apartments,,,,,,,,,,,,,,,,,
-73.3872292662418,40.7144216866449,apartments,3rd Avenue,125,11757,North Lindenhurst,,,,,,,,,,,,,,,,,,,
-73.9481825930708,40.7860597955135,apartments,3rd Avenue,1761,10029,New York,,,1082344,38.5,,1957,,,,,,,,,,,,,
-73.9467058355126,40.7878178499969,apartments,3rd Avenue,1809,10029,New York,,,1083464,40,14,1957,flat,#856B54,concrete,brick,yes,,#8C8774,,,,,,
-73.9459505268196,40.7891543087086,apartments,3rd Avenue,1851,10029,New York,,,1080682,40,14,1957,flat,#856B54,concrete,brick,yes,,#8C8774,,,,,,
-73.9453882260206,40.7896875494176,apartments,3rd Avenue,1875,10029,New York,,,1080680,40,14,1957,flat,#856B54,concrete,brick,yes,,#8C8774,,,,,,
-73.9848835313859,40.7359063499834,apartments,3rd Avenue,205,10003,New York,,Gramercy Park Towers,1019580,,,1965,,,,,,,,,,,,,
-73.9835213032925,40.7376936058194,apartments,3rd Avenue,263,,New York,,Quaker Ridge,1019633,,,1963,,,,,,,,,,,,,
-73.9823366536826,40.7404577499189,apartments,3rd Avenue,344,10010,New York,,Manhattan Promenade,1018110,,,1998,,,,,,,,,,,,,
-73.9806954869085,40.741575198558,apartments,3rd Avenue,385,10016,New York,,,1019887,,,2007,,,,,,,,,,,,,
-73.9771427721487,40.7475739314451,apartments,3rd Avenue,554,10016,New York,,The Aurora,1018967,,,2003,,,,,,,,,,,,,
-73.96688655,41.37542845,apartments,45 Drew Ave,,10928,Highland Falls,,Putnam Apartments,,,,,,,,,,,,,,,,,
-73.905522108549,40.740551300092,apartments,47th Avenue,59-15,11377,,,,4432197,45.3,,,,,,,,,,,,,,,
-73.3841783323311,40.6983280306614,apartments,47th Street,121,11757,North Lindenhurst,,,,,,,,,,,,,,,,,,,
-73.9870075763254,40.7604887016873,apartments,47th West Street,,10036,New York,NY,Biltmore Tower,,15,,2003,flat,#CCC1A5,concrete,,yes,,,,,,http://www.thebiltmoreny.com/,,Q4913634
-73.9861624700207,40.6729338999527,apartments,4th Avenue,343,11215,Brooklyn,NY,,3393449,37.3,,,,,,,,,,,,Novo Condominium,,,
-73.9902960449256,40.6689568499454,apartments,4th Avenue,488,11215,,,,3022819,30.5,10,,,,,,,,,,,,,,
-73.9790912075408,40.6827205000348,apartments,4th Avenue,53,11217,,,,3018410,15.0,,,,,,,,,,,,,,,
-73.0325178030267,40.7724789645361,apartments,4th Street,,11772,Patchogue,,,,,,,,,,,,,,,,,,,
-73.9591322645759,40.7432376217339,apartments,50th Avenue,1-50,11101,Long Island City,NY,Hunters Point South Commons,,,,,,,,,,,,,,,,,
-73.9578978471152,40.7432498361506,apartments,50th Avenue,214,11101,,,,,,12,,,,,,,,,,,,,,
-73.8651888074978,40.7364228000139,apartments,57th Avenue,96-02,11368,Corona,NY,London,4047314,45.3,,,,,,,,,,,,,,,
-73.8648863372657,40.7359409498693,apartments,57th Avenue,96-04,11368,Corona,NY,Paris,4047313,45.7,,,,,,,,,,,,,,,
-73.8639569281017,40.7361798500868,apartments,57th Avenue,96-08,11368,Corona,NY,Copenhagen,4047316,45.0,,,,,,,,,,,,,,,
-73.8642209502813,40.7367131499991,apartments,57th Avenue,96-10,11368,Corona,NY,Rome,4047315,43.4,,,,,,,,,,,,,,,
-73.8634480471978,40.7369420500197,apartments,57th Avenue,97-20,11368,Corona,NY,Canada,4047317,45.0,,,,,,,,,,,,,,,
-73.8631680153959,40.73642019995,apartments,57th Avenue,97-22,11368,Corona,NY,Mexico,4047318,45.6,,,,,,,,,,,,,,,
-73.8622175868688,40.7366995999615,apartments,57th Avenue,97-28,11368,Corona,NY,Panama,4047320,45.0,,,,,,,,,,,,,,,
-73.8624770235415,40.7372329000867,apartments,57th Avenue,97-30,11368,Corona,NY,United States,4047319,44.1,18,,,,,,,,,,,,,,
-73.8617062567684,40.7374646499726,apartments,57th Avenue,98-30,11368,Corona,NY,Sydney,4047321,43.6,,,,,,,,,,,,,,,
-73.8614219675809,40.7369401499434,apartments,57th Avenue,98-32,11368,Corona,NY,Brisbane,4047322,44.6,,,,,,,,,,,,,,,
-73.8604766013292,40.7372221499485,apartments,57th Avenue,98-38,11368,Corona,NY,Melbourne,4047324,44.7,,,,,,,,,,,,,,,
-73.8607365046101,40.7377536500589,apartments,57th Avenue,98-40,11368,Corona,NY,Wellington,4047323,42.9,,,,,,,,,,,,,,,
-73.8594830354137,40.7383471231982,apartments,57th Avenue,99-04,11368,Corona,NY,Jefferson,4431741,20.3,,,,,,,,,,,,,,,
-73.8596655138464,40.7387516500969,apartments,57th Avenue,99-11,11368,Corona,NY,,4431639,19.4,,,,,,,,,,,,,,,
-73.9074382959463,40.746138900516,apartments,57th Street,39-76,11377,,,The Chateau,4028212,20.3,,,,,,,,,,,,,,,
-73.8593315641779,40.7380391000683,apartments,58th Avenue,99-05,11368,Corona,NY,Kansas,4431742,20.5,,,,,,,,,,,,,,,
-73.8591327801735,40.7376892235144,apartments,58th Avenue,99-06,11368,Corona,NY,Georgetown,4431751,20.4,,,,,,,,,,,,,,,
-73.8589913776874,40.7373657999454,apartments,59th Avenue,99-05,11368,Corona,NY,Harvard,4431752,20.0,,,,,,,,,,,,,,,
-73.8588268955256,40.7370098500193,apartments,59th Avenue,99-14,11368,Corona,NY,The Bucknell,4431757,24.6,,,,,,,,,,,,,,,
-73.8579844653124,40.7372551235723,apartments,59th Avenue,99-30,11368,Corona,NY,Dartmouth,4431769,20.1,,,,,,,,,,,,,,,
-73.8581683996837,40.7376111769386,apartments,59th Avenue,99-35,11368,Corona,NY,Ivy,4431753,19.7,,,,,,,,,,,,,,,
-73.9070344182895,40.7395348610905,apartments,59th Street,47-30,11377,,,,4432201,39.6,,,,,,,,,,,,,,,
-73.9067002089972,40.7389938620014,apartments,59th Street,47-50,11377,,,,4432202,27.4,,,,,,,,,,,,,,,
-73.2645520006982,40.7421590000118,apartments,5th Avenue,1400,11706,Bay Shore,,,,,,,,,,,,,,,,,,,
-73.9797169591197,40.6771240500311,apartments,5th Avenue,181,11217,,,,3019584,15.5,,,,,,,,,,,,,,,
-73.98056125,40.6758563,apartments,5th Avenue,221,11215,,,,3020109,17.0,,,,,,,,,,,,,,,
-73.9355026525436,40.8162345998852,apartments,5th Avenue,2330,,,,,1083990,45.3,,,,,,,,,,,,,,,
-73.2531496648617,40.720923903266,apartments,5th Avenue,30,11706,Bay Shore,,,,,,,,,,,,,,,,,,,
-73.9852632334777,40.746706120429,apartments,5th Avenue,309,10016,New York,,The Dylan,,,,2013,,,,,,,,,,,https://www.dylannyc.com/,,
-73.2539855307071,40.7222263076609,apartments,5th Avenue,53,11706,Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2545671442184,40.7221236947526,apartments,5th Avenue,60,11706,Bay Shore,,,,,,,,,,,,,,,,,,,
-73.9631750334743,40.7772369002907,apartments,5th Avenue,985,10075,,,,1046427,70.9,,,,,,,,,,,,,,,
-73.9630676079299,40.777466370122,apartments,5th Avenue,988,10075,,,,1046594,49.9,,,,,,,,,,,,,,,
-73.2542592864106,40.7224380296609,apartments,5th Avenue,,11706,Bay Shore,,,,,,,,,,,,,,,,,,,
-73.6792228594526,42.7609273977515,apartments,5th Avenue,,,,,,,,2,,,,,,,,,,,,,,
-73.8584875298225,40.7363466019188,apartments,60th Avenue,99-10,11368,Corona,NY,,4047914,20.6,,,,,,,,,,,,,,,
-73.8586701448978,40.7366961500209,apartments,60th Avenue,99-11,11368,Corona,NY,The Carleton,4431758,24.8,,,,,,,,,,,,,,,
-73.857837530717,40.7369403499438,apartments,60th Avenue,99-25,11368,Corona,NY,Exeter,4431770,21.1,,,,,,,,,,,,,,,
-73.8569800097979,40.7371961270039,apartments,60th Avenue,99-45,11368,Corona,NY,Franklin,4431771,21.6,,,,,,,,,,,,,,,
-73.9040276988392,40.7388164999327,apartments,61st Street,47-30,11377,,,,4432208,48.4,,,,,,,,,,,,,,,
-73.979579620299,40.6143595498949,apartments,63rd Street,2228,11204,Brooklyn,,,3172189,7.1,2,,,,,,,,,,,,,,
-73.9655155867393,41.3611899544632,apartments,66 Ondaora Pky,,10928,Highland Falls,,Maple House Apartments,,,,,,,,,,,,,,,,,
-73.9698098062211,41.3494257500523,apartments,66 Rose Dr,,10928,Highland Falls,,Carriage House Apartments,,,,,,,,,,,,,,,,,
-73.8548968503177,40.7247517757518,apartments,67th Avenue,98-30,11375,,,The Mayfair,4075086,21.1,,,,,,,,,,,,,,,
-73.8545105857158,40.7253347524553,apartments,67th Avenue,98-50,11375,,,,4075087,19.8,,,,,,,,,,,,,,,
-73.9678327561887,41.3645538499083,apartments,6 Autumn Leaf Ct,,10928,Highland Falls,,Villa Park Apartments,,,,,,,,,,,,,,,,,
-73.984924986353,40.7531600780384,apartments,6th Avenue,1050,10018,New York,,ML House,1080746,85,,2018,,,,,,,,,,,https://mlhouse.nyc/,,
-74.004076014515,40.7246801220977,apartments,6th Avenue,120,10012,New York,,10 Sullivan,,62,16,2016,,,,,,,,,,,,,Q24204550
-74.0034806459393,40.7259823248511,apartments,6th Avenue,180,10012,New York,,One Vandam,1007798,49,14,2016,,,,,,,,,,,,,
-73.6856397048804,42.7344536078803,apartments,6th Avenue,2121,12180,Troy,,O'Neil Apartments,,,7,,,,,,,,,US,,,,,
-73.9924244671172,40.7423354744639,apartments,6th Avenue,700,,New York,,The Caroline,1086050,,,,,,,,,,,,,,http://www.thecarolineny.com/,,
-73.9907742,40.66012015,apartments,6th Avenue,709,11215,,,The Stanton,3395894,4.9,,,,,,,,,,,,,,,
-73.9924493046488,40.7439944697796,apartments,6th Avenue,735,10001,New York,,Chelsea Stratus,1087767,,,2008,,,,,,,,,,,http://chelseastratus.com/,,Q1990560
-73.9915521734901,40.7451829997592,apartments,6th Avenue,777,10001,New York,,777 Sixth Avenue,1015045,,,2001,,,,,,,,,,,,,
-73.9904183679487,40.7456021003535,apartments,6th Avenue,800,10001,New York,,The Aston,1088723,,,2004,,,,,,,,,,,,,
-73.9898661704528,40.7477894332264,apartments,6th Avenue,855,,New York,,EOS,,,,2016,,,,,,,,,,,https://www.eosnomad.com/,,Q2116336
-73.9862184863589,40.7512943186973,apartments,6th Avenue,990,10018,New York,,The Vogue,1015919,13,4,1986,flat,#D7CFB8,concrete,,yes,,,,,,http://www.thevoguenyc.com/,,
-73.8129071718707,40.7304814499003,apartments,71st Avenue,155-25,,,,Council Towers VI,,,,,,,,,,,,,,,,,
-74.0311121472103,40.6350297112066,apartments,71st Street,138,11209,Brooklyn,,Ridge Harbor Owners Corporation,3146467,17.8,7,,,,,,,,,,,,,,
-74.03133946621,40.634755333554,apartments,72nd Street,145,11209,,,Ridge Harbor Owners Corporation,3146490,19.2,7,,,,,,,,,,,,,,
-74.0295637282657,40.6324545527265,apartments,74th Street,218,11209,,,,3148219,19.4,6,,,,,,,,,,,,,,
-74.0041656276782,40.7308385488803,apartments,7th Avenue South,29,10014,New York,NY,,1087324,21.9,,,,,,,,,,,,,,,
-73.3883369551134,40.7145120498323,apartments,7th Street,,11757,North Lindenhurst,,,,,,,,,,,,,,,,,,,
-73.980019198725,40.592220399895,apartments,86th Street,2336,11223,Brooklyn,,Marlboro Houses 16,3322193,25.7,,,,,,,,,,US,,,,,
-73.9801974488715,40.5931688999073,apartments,86th Street,2740-2770,11223,Brooklyn,,Marlboro Houses 12,3322196,25.8,,,,,,,,,,US,,,,,
-73.9795920193035,40.5927511999036,apartments,86th Street,2790,11223,Brooklyn,,Marlboro Houses 14,3322194,26.3,,,,,,,,,,US,,,,,
-73.9791132789459,40.5924968500869,apartments,86th Street,2800,11223,Brooklyn,,Marlboro Houses 15,3322195,24.5,,,,,,,,,,US,,,,,
-73.804894599161,40.70623019266,apartments,88th Avenue,152-09,11432,,,Parkhill City,4207143,,,,,,,,,,,,,,,,
-73.7922494454471,40.7098636495404,apartments,88th Avenue,169-04,11432,,,,4210147,21.1,,,,,,,,,,,,,,,
-73.7911877218715,40.7102733247765,apartments,88th Avenue,170-06,11432,Jamaica,NY,Tyler Towers,4210164,20.1,6,,,,,,,,,,,,,,
-73.8061176748672,40.7048110501318,apartments,89th Avenue,148-45,11435,Jamaica,NY,,4207099,20.0,,,,,,,,,,US,,,,,
-73.7974021755847,40.7071713294936,apartments,89th Avenue,163-24,11432,Jamaica,NY,Clinton Apartment,4209581,14.1,,,,,,,,,,,,,,,
-73.9741648271001,40.6715039470556,apartments,8th Avenue,133,11215,,,,3325197,15.1,,,,,,,,,,,,,,,
-73.9841070943442,40.6608482279063,apartments,8th Avenue,1638,11215,,,Prospect Park Terrace,3397086,11.4,,,,,,,,,,,,,,,
-73.9857622,40.7622776,apartments,8th Avenue,830,10019,New York,,,1024808,36.2,10,1985,flat,#B4BBB3,concrete,,,,,,,,,,
-73.9846390297732,40.7637320563337,apartments,8th Avenue,888,10019,New York,,888 8th Avenue,1024825,,,1965,,,,,,,,,,,,,
-73.7081884730409,42.7283284996781,apartments,8th Avenue,,12189,City of Watervliet,ny,,,,,,,,,,,,,,,,,,
-73.9888648136769,40.6709928492975,apartments,8th Street,202,11215,,,,3397206,33,10,,,,,,,,,,,,http://202eighth.com,,
-73.8613647104758,40.7384573003814,apartments,98th Place,55-25,11368,Corona,NY,,4431637,20.7,,,,,,,,,,,,,,,
-73.8602910656923,40.7346040127561,apartments,98th Street,61-15,11374,Rego Park,NY,,4431959,43.2,,,,,,,,,,,,,,,
-73.8593678613085,40.7349169288755,apartments,98th Street,61-25,11374,Rego Park,NY,,4431961,43.5,,,,,,,,,,,,,,,
-73.8588704987965,40.7343449011834,apartments,98th Street,61-35,11374,Rego Park,NY,,4431962,43.8,,,,,,,,,,,,,,,
-73.8588052881303,40.7337158309182,apartments,98th Street,61-45,11374,Rego Park,NY,,4431966,44.5,,,,,,,,,,,,,,,
-73.8595558046222,40.7334553456199,apartments,98th Street,61-55,11374,Rego Park,NY,,4431965,44.0,,,,,,,,,,,,,,,
-73.8611773300406,40.7392123791962,apartments,99th Street,55-06,11368,Corona,NY,Saint Paul the Apostle Senior Apartments,4437300,15.3,,,,,,,,,,,,,,,
-73.8600543614209,40.7391739514793,apartments,99th Street,55-15,11368,Corona,NY,,4431640,19.4,,,,,,,,,,,,,,,
-73.8605490396658,40.7386459996017,apartments,99th Street,55-30,11368,Corona,NY,Princeton,4431638,20.3,,,,,,,,,,,,,,,
-73.8578732200368,40.7330070955134,apartments,99th Street,62-60,11374,Rego Park,NY,Saxon Hall,4050421,42.8,,,,,,,,,,,,,,,
-73.8570436816512,40.7318264241309,apartments,99th Street,63-36,11374,,,,4539585,27.2,,,,,,,,,,,,,,,
-73.9928170784492,40.7590283444993,apartments,9th Avenue,684,10036,New York,NY,Manhattan Plaza Apartments I,,121,46,1977,flat,#B5A17C,concrete,brick,yes,,,US,,,,,
-77.4594070554328,43.2187765044108,apartments,Abigayle Way,970,14580,Webster,NY,970,,,,,,,,,,,,,,,,,
-77.4581015000564,43.2182309440081,apartments,Abigayle Way,975,14580,Webster,NY,975,,,,,,,,,,,,,,,,,
-74.4188029715285,41.4409663982248,apartments,Academy Avenue,76,10940,Middletown,NY,,,,,1890,,,,,,,,,,,,,
-74.4190241994988,41.4408428498557,apartments,Academy Avenue,80,10940,Middletown,NY,,,,,1870,,,,,,,,,,,,,
-77.8076933534451,43.1117496499092,apartments,Aceer Lane,4,14514,North Chili,NY,,,,,,,,,,,,,,,,,,
-77.807658313217,43.1113016498858,apartments,Acer Lane,3,14514,North Chili,NY,,,,,,,,,,,,,,,,,,
-73.5041012010644,40.7179269998605,apartments,Acorn Lane,,11756,Levittown,,,,,,,,,,,,,,,,,,,
-72.9043796442475,40.854448279051,apartments,Adams Cmns,11,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9045628656363,40.8540619459018,apartments,Adams Cmns,13,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9041745652209,40.8537386944074,apartments,Adams Cmns,20,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9036470577585,40.8536654210007,apartments,Adams Cmns,23,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9033657554579,40.854093348067,apartments,Adams Cmns,3,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-72.9038258938936,40.8543570106574,apartments,Adams Cmns,8,11980,Yaphank,,,,,,,,,,,,,,,,,,,
-73.2002235293746,40.799892725248,apartments,Adams Road,55,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.197555398392,40.8001621498307,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.19825795,40.80003895,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.1977422151604,40.8004555311159,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.1983947058711,40.8002984499933,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.1993874492669,40.7997631817969,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2001561576234,40.7995906504033,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.2017223579157,40.7992126999776,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.1995053486347,40.8000578499197,apartments,Adams Road,,11722,Central Islip,,,,,,,,,,,,,,,,,,,
-73.093595547941,40.7601282430907,apartments,Adams Way,252,11782,Sayville,,,,,,,,,,,,,,,,,,,
-73.0941825665335,40.7595308,apartments,Adams Way,299,11782,Sayville,,,,,,,,,,,,,,,,,,,
-73.2618990846703,40.7085322480286,apartments,Admirals Drive E,11,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.260464012073,40.7056854498589,apartments,Admirals Drive E,124,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2615327789813,40.7082393083281,apartments,Admirals Drive E,23,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2638581163813,40.7053336532127,apartments,Admirals Drive E,311,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2607930849122,40.7078960589701,apartments,Admirals Drive E,32,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2612134633687,40.7076580812297,apartments,Admirals Drive E,44,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2604583082,40.70731824978,apartments,Admirals Drive E,53,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-73.2600661971803,40.7070286075243,apartments,Admirals Drive E,61,11706,West Bay Shore,,,,,,,,,,,,,,,,,,,
-77.6800208502138,43.2407664500042,apartments,Affinity Lane,325,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-77.67975865,43.24054055,apartments,Affinity Lane,331,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-77.6788536,43.23910195,apartments,Affinity Lane,401,14616,Greece,NY,Affinity Orchard Place Apartments,,,,,,,,,,,,,,,,,
-77.6809298496225,43.2415962000082,apartments,Affinity Lane,725,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-77.6807916138957,43.2415957101857,apartments,Affinity Lane,727,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-77.6808662369781,43.2415959651662,apartments,Affinity Lane,727,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-77.6807203493782,43.2415952562175,apartments,Affinity Lane,728,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-77.68065011693,43.2415946317757,apartments,Affinity Lane,729,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-77.6805706,43.2415936,apartments,Affinity Lane,730,14616,Greece,NY,Georgetown Manor Apartments,,,,,,,,,,,,,,,,,
-72.7494554913882,40.8034444064867,apartments,Aimee Drive,17,11940,East Moriches,,,,,,,,,,,,,,,,,,,
-72.7490243225679,40.8043468001599,apartments,Aimee Drive,41,11940,East Moriches,,,,,,,,,,,,,,,,,,,
-74.4139360670698,41.4682498998612,apartments,Alabama Place,12,10940,Middletown,,,,,,,,,,,,,,,,,,,
